Latitude,Longitude
32.733333333333334,-37.166666666666664
32.733333333333334,-38.166666666666664
32.733333333333334,-39.166666666666664
36.233333333333334,-37.166666666666664
36.233333333333334,-38.166666666666664
36.233333333333334,-39.166666666666664
32.68333333333333,-96.66666666666667
32.68333333333333,-97.66666666666667
32.68333333333333,-98.66666666666667
32.68333333333333,-99.66666666666667
36.18333333333333,-96.66666666666667
36.18333333333333,-97.66666666666667
36.18333333333333,-98.66666666666667
36.18333333333333,-99.66666666666667
32.766666666666666,-17.833333333333332
32.766666666666666,-18.833333333333332
32.766666666666666,-19.833333333333332
36.266666666666666,-17.833333333333332
36.266666666666666,-18.833333333333332
36.266666666666666,-19.833333333333332
32.68333333333333,-77.0
32.68333333333333,-78.0
32.68333333333333,-79.0
32.68333333333333,-80.0
36.18333333333333,-77.0
36.18333333333333,-78.0
36.18333333333333,-79.0
36.18333333333333,-80.0
32.68333333333333,-37.35
32.68333333333333,-38.35
32.68333333333333,-39.35
36.18333333333333,-37.35
36.18333333333333,-38.35
36.18333333333333,-39.35
36.2,-37.36666666666667
36.2,-38.36666666666667
36.2,-39.36666666666667
32.68333333333333,-76.53333333333333
32.68333333333333,-77.53333333333333
32.68333333333333,-78.53333333333333
32.68333333333333,-79.53333333333333
36.18333333333333,-76.53333333333333
36.18333333333333,-77.53333333333333
36.18333333333333,-78.53333333333333
36.18333333333333,-79.53333333333333
32.68333333333333,-96.53333333333333
32.68333333333333,-97.53333333333333
32.68333333333333,-98.53333333333333
32.68333333333333,-99.53333333333333
36.18333333333333,-96.53333333333333
36.18333333333333,-97.53333333333333
36.18333333333333,-98.53333333333333
36.18333333333333,-99.53333333333333
32.68333333333333,-37.86666666666667
32.68333333333333,-38.86666666666667
32.68333333333333,-39.86666666666667
36.18333333333333,-37.86666666666667
36.18333333333333,-38.86666666666667
36.18333333333333,-39.86666666666667
32.8,-37.38333333333333
32.8,-38.38333333333333
32.8,-39.38333333333333
36.3,-37.38333333333333
36.3,-38.38333333333333
36.3,-39.38333333333333
32.71666666666667,-76.55
32.71666666666667,-77.55
32.71666666666667,-78.55
32.71666666666667,-79.55
36.21666666666667,-76.55
36.21666666666667,-77.55
36.21666666666667,-78.55
36.21666666666667,-79.55
32.766666666666666,-76.88333333333334
32.766666666666666,-77.88333333333334
32.766666666666666,-78.88333333333334
32.766666666666666,-79.88333333333334
36.266666666666666,-76.88333333333334
36.266666666666666,-77.88333333333334
36.266666666666666,-78.88333333333334
36.266666666666666,-79.88333333333334
32.68333333333333,-17.233333333333334
32.68333333333333,-18.233333333333334
32.68333333333333,-19.233333333333334
36.18333333333333,-17.233333333333334
36.18333333333333,-18.233333333333334
36.18333333333333,-19.233333333333334
32.71666666666667,-17.233333333333334
32.71666666666667,-18.233333333333334
32.71666666666667,-19.233333333333334
36.21666666666667,-17.233333333333334
36.21666666666667,-18.233333333333334
36.21666666666667,-19.233333333333334
32.68333333333333,-96.4
32.68333333333333,-97.4
32.68333333333333,-98.4
32.68333333333333,-99.4
36.18333333333333,-96.4
36.18333333333333,-97.4
36.18333333333333,-98.4
36.18333333333333,-99.4
32.733333333333334,-37.733333333333334
32.733333333333334,-38.733333333333334
32.733333333333334,-39.733333333333334
36.233333333333334,-37.733333333333334
36.233333333333334,-38.733333333333334
36.233333333333334,-39.733333333333334
36.2,-37.9
36.2,-38.9
36.2,-39.9
32.68333333333333,-37.25
32.68333333333333,-38.25
32.68333333333333,-39.25
36.18333333333333,-37.25
36.18333333333333,-38.25
36.18333333333333,-39.25
32.68333333333333,-17.416666666666668
32.68333333333333,-18.416666666666668
32.68333333333333,-19.416666666666668
36.18333333333333,-17.416666666666668
36.18333333333333,-18.416666666666668
36.18333333333333,-19.416666666666668
32.75,-96.75
32.75,-97.75
32.75,-98.75
32.75,-99.75
36.25,-96.75
36.25,-97.75
36.25,-98.75
36.25,-99.75
32.78333333333333,-17.916666666666668
32.78333333333333,-18.916666666666668
32.78333333333333,-19.916666666666668
36.28333333333333,-17.916666666666668
36.28333333333333,-18.916666666666668
36.28333333333333,-19.916666666666668
32.68333333333333,-96.26666666666667
32.68333333333333,-97.26666666666667
32.68333333333333,-98.26666666666667
32.68333333333333,-99.26666666666667
32.68333333333333,-17.6
32.68333333333333,-18.6
32.68333333333333,-19.6
36.18333333333333,-17.6
36.18333333333333,-18.6
36.18333333333333,-19.6
32.68333333333333,-37.766666666666666
32.68333333333333,-38.766666666666666
32.68333333333333,-39.766666666666666
36.18333333333333,-37.766666666666666
36.18333333333333,-38.766666666666666
36.18333333333333,-39.766666666666666
32.78333333333333,-37.93333333333333
32.78333333333333,-38.93333333333333
32.78333333333333,-39.93333333333333
36.28333333333333,-37.93333333333333
36.28333333333333,-38.93333333333333
36.28333333333333,-39.93333333333333
32.75,-37.28333333333333
32.75,-38.28333333333333
32.75,-39.28333333333333
36.25,-37.28333333333333
36.25,-38.28333333333333
36.25,-39.28333333333333
32.71666666666667,-17.45
32.71666666666667,-18.45
32.71666666666667,-19.45
36.21666666666667,-17.45
36.21666666666667,-18.45
36.21666666666667,-19.45
32.68333333333333,-17.783333333333335
32.68333333333333,-18.783333333333335
32.68333333333333,-19.783333333333335
36.18333333333333,-17.783333333333335
36.18333333333333,-18.783333333333335
36.18333333333333,-19.783333333333335
32.68333333333333,-76.78333333333333
32.68333333333333,-77.78333333333333
32.68333333333333,-78.78333333333333
32.68333333333333,-79.78333333333333
36.18333333333333,-76.78333333333333
36.18333333333333,-77.78333333333333
36.18333333333333,-78.78333333333333
36.18333333333333,-79.78333333333333
32.68333333333333,-17.966666666666665
32.68333333333333,-18.966666666666665
32.68333333333333,-19.966666666666665
36.18333333333333,-17.966666666666665
36.18333333333333,-18.966666666666665
36.18333333333333,-19.966666666666665
32.68333333333333,-76.31666666666666
32.68333333333333,-77.31666666666666
32.68333333333333,-78.31666666666666
32.68333333333333,-79.31666666666666
36.18333333333333,-76.31666666666666
36.18333333333333,-77.31666666666666
36.18333333333333,-78.31666666666666
36.18333333333333,-79.31666666666666
36.2,-37.31666666666667
36.2,-38.31666666666667
36.2,-39.31666666666667
32.78333333333333,-96.98333333333333
32.78333333333333,-97.98333333333333
32.78333333333333,-98.98333333333333
32.78333333333333,-99.98333333333333
36.28333333333333,-96.98333333333333
36.28333333333333,-97.98333333333333
36.28333333333333,-98.98333333333333
36.28333333333333,-99.98333333333333
48.766666666666666,-76.33333333333333
48.766666666666666,-77.33333333333333
48.766666666666666,-78.33333333333333
48.766666666666666,-79.33333333333333
48.68333333333333,-37.5
48.68333333333333,-38.5
48.68333333333333,-39.5
48.71666666666667,-17.5
48.71666666666667,-18.5
48.71666666666667,-19.5
48.7,-97.0
48.7,-98.0
48.7,-99.0
48.7,-100.0
48.75,-96.51666666666667
48.75,-97.51666666666667
48.75,-98.51666666666667
48.75,-99.51666666666667
48.7,-37.68333333333333
48.7,-38.68333333333333
48.7,-39.68333333333333
48.8,-37.85
48.8,-38.85
48.8,-39.85
48.733333333333334,-76.53333333333333
48.733333333333334,-77.53333333333333
48.733333333333334,-78.53333333333333
48.733333333333334,-79.53333333333333
48.75,-37.7
48.75,-38.7
48.75,-39.7
48.68333333333333,-76.86666666666666
48.68333333333333,-77.86666666666666
48.68333333333333,-78.86666666666666
48.68333333333333,-79.86666666666666
48.71666666666667,-17.716666666666665
48.71666666666667,-18.716666666666665
48.71666666666667,-19.716666666666665
48.7,-96.88333333333334
48.7,-97.88333333333334
48.7,-98.88333333333334
48.7,-99.88333333333334
48.68333333333333,-37.4
48.68333333333333,-38.4
48.68333333333333,-39.4
48.68333333333333,-76.4
48.68333333333333,-77.4
48.68333333333333,-78.4
48.68333333333333,-79.4
48.71666666666667,-76.73333333333333
48.71666666666667,-77.73333333333333
48.71666666666667,-78.73333333333333
48.71666666666667,-79.73333333333333
48.8,-96.9
48.8,-97.9
48.8,-98.9
48.8,-99.9
48.733333333333334,-17.25
48.733333333333334,-18.25
48.733333333333334,-19.25
48.68333333333333,-37.916666666666664
48.68333333333333,-38.916666666666664
48.68333333333333,-39.916666666666664
48.7,-96.76666666666667
48.7,-97.76666666666667
48.7,-98.76666666666667
48.7,-99.76666666666667
48.71666666666667,-17.933333333333334
48.71666666666667,-18.933333333333334
48.71666666666667,-19.933333333333334
48.75,-96.45
48.75,-97.45
48.75,-98.45
48.75,-99.45
48.733333333333334,-37.61666666666667
48.733333333333334,-38.61666666666667
48.733333333333334,-39.61666666666667
48.78333333333333,-96.78333333333333
48.78333333333333,-97.78333333333333
48.78333333333333,-98.78333333333333
48.78333333333333,-99.78333333333333
48.68333333333333,-96.95
48.68333333333333,-97.95
48.68333333333333,-98.95
48.68333333333333,-99.95
48.68333333333333,-37.3
48.68333333333333,-38.3
48.68333333333333,-39.3
48.71666666666667,-76.3
48.71666666666667,-77.3
48.71666666666667,-78.3
48.71666666666667,-79.3
48.7,-37.63333333333333
48.7,-38.63333333333333
48.7,-39.63333333333333
48.81666666666667,-76.96666666666667
48.81666666666667,-77.96666666666667
48.81666666666667,-78.96666666666667
48.81666666666667,-79.96666666666667
48.733333333333334,-17.483333333333334
48.733333333333334,-18.483333333333334
48.733333333333334,-19.483333333333334
48.68333333333333,-76.65
48.68333333333333,-77.65
48.68333333333333,-78.65
48.68333333333333,-79.65
48.7,-96.65
48.7,-97.65
48.7,-98.65
48.7,-99.65
48.68333333333333,-37.81666666666667
48.68333333333333,-38.81666666666667
48.68333333333333,-39.81666666666667
48.68333333333333,-96.81666666666666
48.68333333333333,-97.81666666666666
48.68333333333333,-98.81666666666666
48.68333333333333,-99.81666666666666
